0.0058295885	0.010278884	0.041369084	-0.06421855	-0.1268301	-0.14128457	0.14960128	-0.08353452	-0.28248128	-0.058078106	0.13431023	0.044076655	-0.104194984	0.050973944	0.09268204	-0.10353894
0.049845476	-0.029966969	0.12199347	0.04475013	-0.07936624	-0.17510517	0.08469346	0.035906967	-0.27090934	-0.16607384	0.07185196	-0.079358295	-0.075245194	-0.012158474	0.105945185	0.031230394
0.22566485	-0.12639758	0.19237342	0.13376272	0.09552678	-0.2770746	-0.15883023	0.20078264	0.0060942224	-0.22388044	-0.09998469	-0.16961682	0.17726295	-0.14385028	-0.17807066	0.21089964
0.06404761	-0.01929379	0.08465193	-2.7879985e-05	-0.021376	-0.1851958	0.11183814	0.06351208	-0.20182124	-0.19960317	0.09846652	-0.07558775	-0.0134584345	0.027806876	0.028083442	0.005082588
0.061561063	-0.053689364	0.16293252	0.0837819	0.030265894	-0.19430025	0.004702564	0.071324684	-0.13877997	-0.17152935	-0.033127975	-0.11464326	0.046721354	-0.081714615	0.032952603	0.0036004088
0.0128699085	0.10524103	0.009689626	-0.080605395	-0.13412142	-0.1821488	0.10084364	-0.057629794	-0.2617333	-0.1441295	0.15192083	0.043250572	-0.1542966	0.09277846	0.141602	-0.102120936
0.1186726	-0.0692958	0.10798264	0.12046339	0.03382212	-0.2425516	-0.04456616	0.09699789	-0.0843088	-0.18671684	-0.039925005	-0.12016233	0.047321018	-0.044659466	-0.0074908026	0.11105752
0.13385856	-0.110336855	0.08251904	0.12239386	0.08464865	-0.15386711	-0.05631902	0.04728728	-0.089804634	-0.19313027	0.0055479524	-0.08315006	0.01129197	-0.09448192	-0.038709328	0.019229079
0.20165697	-0.122336276	0.22132581	0.14298597	0.15753199	-0.2975569	-0.12891385	0.17043124	-0.087033235	-0.22314526	-0.10331049	-0.15814123	0.1943583	-0.09571619	-0.14923246	0.13208745
-0.038356364	0.07886959	-0.06367926	-0.14498286	-0.16767181	-0.1690824	0.19064069	-0.06684018	-0.29306236	-0.06851727	0.16527453	0.10868302	-0.1300435	0.12133938	0.10859943	-0.10150729
0.11159976	-0.05150424	0.08362016	0.10750175	-0.023357268	-0.24699998	-0.026443142	0.049824204	-0.18712299	-0.16141082	0.08480071	-0.13571727	0.066872016	-0.044113614	0.01774636	0.073814765
0.05150026	0.003909782	0.01622479	-0.012955887	-0.087529555	-0.15804167	0.08567379	0.020339573	-0.19759727	-0.17189561	0.1384137	0.021854417	-0.033412825	0.024867658	0.039875645	-0.0075386595
-0.028074048	0.08488697	-0.016712418	-0.15587965	-0.11232549	-0.13175254	0.19150212	-0.122806676	-0.28786018	-0.09436204	0.1737863	0.11637212	-0.114701405	0.1605537	0.19606341	-0.15851952
0.12649025	-0.10829242	0.15903597	0.1103832	0.0694039	-0.19308166	-0.09410518	0.08544647	-0.049014874	-0.15695491	-0.07484228	-0.16453652	0.05265393	-0.11901986	-0.11594825	0.08161153
0.031322546	0.012369382	0.09753813	0.009579263	-0.0027358937	-0.10955712	0.10601232	-0.022465084	-0.22440478	-0.08477922	0.07078974	0.0117913755	-0.052125327	0.06314348	0.09979368	-0.04949954
0.052493226	-0.06062471	0.10532643	0.068342306	-0.011305601	-0.13611048	0.06811831	0.044517264	-0.1592273	-0.10194971	0.054259207	-0.040225897	0.043565813	0.0008748873	0.060794152	0.030571062
-0.05895845	0.050777625	-0.058318704	-0.078553885	-0.0850781	-0.15344967	0.09920461	-0.079746805	-0.26247603	-0.10819854	0.15579788	0.0839809	-0.10882952	0.1292009	0.114077866	-0.0677056
0.032388546	0.015653407	0.04737658	-0.07606651	-0.15224488	-0.21458933	0.07714286	-0.039177418	-0.27581304	-0.09315345	0.16786742	0.03800506	-0.12662616	0.062088445	0.09123005	-0.03468353
0.080055594	-0.044066202	0.099574536	0.018850053	0.009568459	-0.1734673	-0.0017762802	0.010062529	-0.1703462	-0.11684037	0.051589206	-0.06988284	-0.018201761	0.017233666	0.04188738	0.0438135
